team_api_id,mean_player_rating,points_per_game
7943,70.72832252781132,1.605263157894738
8524,70.91941230876614,1.1842105263157883
8533,72.12355887387623,1.3157894736842117
8534,67.98595075077269,1.2105263157894732
8535,74.85586184056048,1.6842105263157883
8540,69.12290939424237,1.0263157894736847
8543,74.49020947416476,1.421052631578947
8564,75.5578460026125,1.5
8600,72.85246570311924,1.0263157894736847
8636,76.41058826321441,1.763157894736842
8686,76.11118763235835,2.1052631578947385
9804,71.96874603073587,1.1842105263157883
9857,70.65427981549034,1.1052631578947374
9875,76.25844662463369,2.1578947368421058
9876,68.93555475539559,0.7368421052631576
9882,72.7744260085427,1.0526315789473693
9885,79.29024858625598,2.3947368421052615
9891,65.0576225099931,0.8157894736842097
10233,71.51304242931631,1.2105263157894732
208931,67.34633821884256,1.0
